session,bbid,ward,alderperson,vote
2016-2017,59,11,Thomas A Villa,Aye
2016-2017,59,12,Larry Arnowitz,Aye
2016-2017,59,13,Beth Murphy,Aye
2016-2017,59,14,Carol Howard,Aye
2016-2017,59,15,Megan E. Green,Aye
2016-2017,59,16,Donna Baringer,Aye
2016-2017,59,17,Joseph D Roddy,Aye
2016-2017,59,18,Terry Kennedy,Aye
2016-2017,59,19,Marlene E Davis,Aye
2016-2017,59,20,Cara Spencer,Aye
2016-2017,59,21,Antonio D French,Aye
2016-2017,59,22,Jeffrey L Boyd,Aye
2016-2017,59,23,Joseph Vaccaro,Aye
2016-2017,59,25,Shane Cohn,Aye
2016-2017,59,26,Frank Williamson,Aye
2016-2017,59,President,Lewis E Reed,Aye
2016-2017,59,3,Freeman M Bosley Sr.,Absent
2016-2017,59,4,Samuel L Moore,Absent
2016-2017,59,5,Tammika Hubbard,Absent
2016-2017,59,7,Jack Coatar,Absent
2016-2017,59,24,Scott Ogilvie,Absent
2016-2017,59,27,Chris Carter,Absent
2016-2017,59,28,Lyda Krewson,Absent
2016-2017,60,1,Sharon Tyus,Aye
2016-2017,60,2,Dionne Flowers,Aye
2016-2017,60,6,Christine Ingrassia,Aye
2016-2017,60,8,Stephen Conway,Aye
2016-2017,60,9,Kenneth Ortmann,Aye
2016-2017,60,10,Joseph Vollmer,Aye
2016-2017,60,11,Thomas A Villa,Aye
2016-2017,60,12,Larry Arnowitz,Aye
2016-2017,60,13,Beth Murphy,Aye
2016-2017,60,14,Carol Howard,Aye
2016-2017,60,15,Megan E. Green,Aye
2016-2017,60,16,Donna Baringer,Aye
2016-2017,60,17,Joseph D Roddy,Aye
2016-2017,60,18,Terry Kennedy,Aye
2016-2017,60,19,Marlene E Davis,Aye
2016-2017,60,20,Cara Spencer,Aye
2016-2017,60,21,Antonio D French,Aye
2016-2017,60,22,Jeffrey L Boyd,Aye
2016-2017,60,23,Joseph Vaccaro,Aye
2016-2017,60,25,Shane Cohn,Aye
2016-2017,60,26,Frank Williamson,Aye
2016-2017,60,President,Lewis E Reed,Aye
2016-2017,60,3,Freeman M Bosley Sr.,Absent
2016-2017,60,4,Samuel L Moore,Absent
2016-2017,60,5,Tammika Hubbard,Absent
2016-2017,60,7,Jack Coatar,Absent
2016-2017,60,24,Scott Ogilvie,Absent
2016-2017,60,27,Chris Carter,Absent
2016-2017,60,28,Lyda Krewson,Absent
2016-2017,67,1,Sharon Tyus,Aye
2016-2017,67,2,Dionne Flowers,Aye
2016-2017,67,6,Christine Ingrassia,Aye
2016-2017,67,8,Stephen Conway,Aye
2016-2017,67,9,Kenneth Ortmann,Aye
2016-2017,67,10,Joseph Vollmer,Aye
2016-2017,67,11,Thomas A Villa,Aye
2016-2017,67,12,Larry Arnowitz,Aye
2016-2017,67,13,Beth Murphy,Aye
2016-2017,67,14,Carol Howard,Aye
2016-2017,67,15,Megan E. Green,Aye
2016-2017,67,16,Donna Baringer,Aye
2016-2017,67,17,Joseph D Roddy,Aye
2016-2017,67,18,Terry Kennedy,Aye
2016-2017,67,19,Marlene E Davis,Aye
2016-2017,67,20,Cara Spencer,Aye
2016-2017,67,21,Antonio D French,Aye
2016-2017,67,22,Jeffrey L Boyd,Aye
2016-2017,67,23,Joseph Vaccaro,Aye
2016-2017,67,25,Shane Cohn,Aye
2016-2017,67,26,Frank Williamson,Aye
2016-2017,67,President,Lewis E Reed,Aye
2016-2017,67,3,Freeman M Bosley Sr.,Absent
2016-2017,67,4,Samuel L Moore,Absent
2016-2017,67,5,Tammika Hubbard,Absent
2016-2017,67,7,Jack Coatar,Absent
2016-2017,67,24,Scott Ogilvie,Absent
2016-2017,67,27,Chris Carter,Absent
2016-2017,67,28,Lyda Krewson,Absent
2016-2017,68,1,Sharon Tyus,Aye
2016-2017,68,2,Dionne Flowers,Aye
2016-2017,68,6,Christine Ingrassia,Aye
2016-2017,68,8,Stephen Conway,Aye
2016-2017,68,9,Kenneth Ortmann,Aye
2016-2017,68,10,Joseph Vollmer,Aye
2016-2017,68,11,Thomas A Villa,Aye
2016-2017,68,12,Larry Arnowitz,Aye
2016-2017,68,13,Beth Murphy,Aye
2016-2017,68,14,Carol Howard,Aye
2016-2017,68,15,Megan E. Green,Aye
2016-2017,68,16,Donna Baringer,Aye
2016-2017,68,17,Joseph D Roddy,Aye
2016-2017,68,18,Terry Kennedy,Aye
2016-2017,68,19,Marlene E Davis,Aye
2016-2017,68,20,Cara Spencer,Aye
2016-2017,68,21,Antonio D French,Aye
2016-2017,68,22,Jeffrey L Boyd,Aye
2016-2017,68,23,Joseph Vaccaro,Aye
2016-2017,68,25,Shane Cohn,Aye
2016-2017,68,26,Frank Williamson,Aye
2016-2017,68,President,Lewis E Reed,Aye
2016-2017,68,3,Freeman M Bosley Sr.,Absent
2016-2017,68,4,Samuel L Moore,Absent
2016-2017,68,5,Tammika Hubbard,Absent
2016-2017,68,7,Jack Coatar,Absent
2016-2017,68,24,Scott Ogilvie,Absent
2016-2017,68,27,Chris Carter,Absent
2016-2017,68,28,Lyda Krewson,Absent
2016-2017,71,1,Sharon Tyus,Aye
2016-2017,71,2,Dionne Flowers,Aye
2016-2017,71,6,Christine Ingrassia,Aye
2016-2017,71,8,Stephen Conway,Aye
2016-2017,71,9,Kenneth Ortmann,Aye
2016-2017,71,10,Joseph Vollmer,Aye
2016-2017,71,11,Thomas A Villa,Aye
2016-2017,71,12,Larry Arnowitz,Aye
2016-2017,71,13,Beth Murphy,Aye
2016-2017,71,14,Carol Howard,Aye
2016-2017,71,15,Megan E. Green,Aye
2016-2017,71,16,Donna Baringer,Aye
2016-2017,71,17,Joseph D Roddy,Aye
2016-2017,71,18,Terry Kennedy,Aye
2016-2017,71,19,Marlene E Davis,Aye
2016-2017,71,20,Cara Spencer,Aye
2016-2017,71,21,Antonio D French,Aye
2016-2017,71,22,Jeffrey L Boyd,Aye
2016-2017,71,23,Joseph Vaccaro,Aye
2016-2017,71,25,Shane Cohn,Aye
2016-2017,71,26,Frank Williamson,Aye
2016-2017,71,President,Lewis E Reed,Aye
2016-2017,71,3,Freeman M Bosley Sr.,Absent
2016-2017,71,4,Samuel L Moore,Absent
2016-2017,71,5,Tammika Hubbard,Absent
2016-2017,71,7,Jack Coatar,Absent
2016-2017,71,24,Scott Ogilvie,Absent
2016-2017,71,27,Chris Carter,Absent
2016-2017,71,28,Lyda Krewson,Absent
2016-2017,72,1,Sharon Tyus,Aye
2016-2017,72,2,Dionne Flowers,Aye
2016-2017,72,6,Christine Ingrassia,Aye
2016-2017,72,8,Stephen Conway,Aye
2016-2017,72,9,Kenneth Ortmann,Aye
2016-2017,72,10,Joseph Vollmer,Aye
2016-2017,72,11,Thomas A Villa,Aye
2016-2017,72,12,Larry Arnowitz,Aye
2016-2017,72,13,Beth Murphy,Aye
2016-2017,72,14,Carol Howard,Aye
2016-2017,72,15,Megan E. Green,Aye
2016-2017,72,16,Donna Baringer,Aye
2016-2017,72,17,Joseph D Roddy,Aye
2016-2017,72,18,Terry Kennedy,Aye
2016-2017,72,19,Marlene E Davis,Aye
2016-2017,72,20,Cara Spencer,Aye
2016-2017,72,21,Antonio D French,Aye
2016-2017,72,22,Jeffrey L Boyd,Aye
2016-2017,72,23,Joseph Vaccaro,Aye
2016-2017,72,25,Shane Cohn,Aye
2016-2017,72,26,Frank Williamson,Aye
2016-2017,72,President,Lewis E Reed,Aye
2016-2017,72,3,Freeman M Bosley Sr.,Absent
2016-2017,72,4,Samuel L Moore,Absent
2016-2017,72,5,Tammika Hubbard,Absent
2016-2017,72,7,Jack Coatar,Absent
2016-2017,72,24,Scott Ogilvie,Absent
2016-2017,72,27,Chris Carter,Absent
2016-2017,72,28,Lyda Krewson,Absent
2016-2017,73,1,Sharon Tyus,Aye
2016-2017,73,2,Dionne Flowers,Aye
2016-2017,73,6,Christine Ingrassia,Aye
2016-2017,73,8,Stephen Conway,Aye
2016-2017,73,9,Kenneth Ortmann,Aye
2016-2017,73,10,Joseph Vollmer,Aye
2016-2017,73,11,Thomas A Villa,Aye
2016-2017,73,12,Larry Arnowitz,Aye
2016-2017,73,13,Beth Murphy,Aye
2016-2017,73,14,Carol Howard,Aye
2016-2017,73,15,Megan E. Green,Aye
2016-2017,73,16,Donna Baringer,Aye
2016-2017,73,17,Joseph D Roddy,Aye
2016-2017,73,18,Terry Kennedy,Aye
2016-2017,73,19,Marlene E Davis,Aye
2016-2017,73,20,Cara Spencer,Aye
2016-2017,73,21,Antonio D French,Aye
2016-2017,73,22,Jeffrey L Boyd,Aye
2016-2017,73,23,Joseph Vaccaro,Aye
2016-2017,73,25,Shane Cohn,Aye
2016-2017,73,26,Frank Williamson,Aye
2016-2017,73,President,Lewis E Reed,Aye
2016-2017,73,3,Freeman M Bosley Sr.,Absent
2016-2017,73,4,Samuel L Moore,Absent
2016-2017,73,5,Tammika Hubbard,Absent
2016-2017,73,7,Jack Coatar,Absent
2016-2017,73,24,Scott Ogilvie,Absent
2016-2017,73,27,Chris Carter,Absent
2016-2017,73,28,Lyda Krewson,Absent
2016-2017,74,1,Sharon Tyus,Aye
2016-2017,74,2,Dionne Flowers,Aye
2016-2017,74,6,Christine Ingrassia,Aye
2016-2017,74,8,Stephen Conway,Aye
2016-2017,74,9,Kenneth Ortmann,Aye
2016-2017,74,10,Joseph Vollmer,Aye
2016-2017,74,11,Thomas A Villa,Aye
2016-2017,74,12,Larry Arnowitz,Aye
2016-2017,74,13,Beth Murphy,Aye
2016-2017,74,14,Carol Howard,Aye
2016-2017,74,15,Megan E. Green,Aye
2016-2017,74,16,Donna Baringer,Aye
2016-2017,74,17,Joseph D Roddy,Aye
2016-2017,74,18,Terry Kennedy,Aye
2016-2017,74,19,Marlene E Davis,Aye
2016-2017,74,20,Cara Spencer,Aye
2016-2017,74,21,Antonio D French,Aye
2016-2017,74,22,Jeffrey L Boyd,Aye
2016-2017,74,23,Joseph Vaccaro,Aye
2016-2017,74,25,Shane Cohn,Aye
2016-2017,74,26,Frank Williamson,Aye
2016-2017,74,President,Lewis E Reed,Aye
2016-2017,74,3,Freeman M Bosley Sr.,Absent
2016-2017,74,4,Samuel L Moore,Absent
2016-2017,74,5,Tammika Hubbard,Absent
2016-2017,74,7,Jack Coatar,Absent
2016-2017,74,24,Scott Ogilvie,Absent
2016-2017,74,27,Chris Carter,Absent
2016-2017,74,28,Lyda Krewson,Absent
2016-2017,75,1,Sharon Tyus,Aye
2016-2017,75,2,Dionne Flowers,Aye
2016-2017,75,6,Christine Ingrassia,Aye
2016-2017,75,8,Stephen Conway,Aye
2016-2017,75,9,Kenneth Ortmann,Aye
2016-2017,75,10,Joseph Vollmer,Aye
2016-2017,75,11,Thomas A Villa,Aye
2016-2017,75,12,Larry Arnowitz,Aye
2016-2017,75,13,Beth Murphy,Aye
2016-2017,75,14,Carol Howard,Aye
2016-2017,75,15,Megan E. Green,Aye
2016-2017,75,16,Donna Baringer,Aye
2016-2017,75,17,Joseph D Roddy,Aye
2016-2017,75,18,Terry Kennedy,Aye
2016-2017,75,19,Marlene E Davis,Aye
2016-2017,75,20,Cara Spencer,Aye
2016-2017,75,21,Antonio D French,Aye
2016-2017,75,22,Jeffrey L Boyd,Aye
2016-2017,75,23,Joseph Vaccaro,Aye
2016-2017,75,25,Shane Cohn,Aye
2016-2017,75,26,Frank Williamson,Aye
2016-2017,75,President,Lewis E Reed,Aye
2016-2017,75,3,Freeman M Bosley Sr.,Absent
2016-2017,75,4,Samuel L Moore,Absent
2016-2017,75,5,Tammika Hubbard,Absent
2016-2017,75,7,Jack Coatar,Absent
2016-2017,75,24,Scott Ogilvie,Absent
2016-2017,75,27,Chris Carter,Absent
2016-2017,75,28,Lyda Krewson,Absent
2016-2017,76,1,Sharon Tyus,Aye
2016-2017,76,2,Dionne Flowers,Aye
2016-2017,76,6,Christine Ingrassia,Aye
2016-2017,76,8,Stephen Conway,Aye
2016-2017,76,9,Kenneth Ortmann,Aye
2016-2017,76,10,Joseph Vollmer,Aye
2016-2017,76,11,Thomas A Villa,Aye
2016-2017,76,12,Larry Arnowitz,Aye
2016-2017,76,13,Beth Murphy,Aye
2016-2017,76,14,Carol Howard,Aye
2016-2017,76,15,Megan E. Green,Aye
2016-2017,76,16,Donna Baringer,Aye
2016-2017,76,17,Joseph D Roddy,Aye
2016-2017,76,18,Terry Kennedy,Aye
2016-2017,76,19,Marlene E Davis,Aye
2016-2017,76,20,Cara Spencer,Aye
2016-2017,76,21,Antonio D French,Aye
2016-2017,76,22,Jeffrey L Boyd,Aye
2016-2017,76,23,Joseph Vaccaro,Aye
2016-2017,76,25,Shane Cohn,Aye
2016-2017,76,26,Frank Williamson,Aye
2016-2017,76,President,Lewis E Reed,Aye
2016-2017,76,3,Freeman M Bosley Sr.,Absent
2016-2017,76,4,Samuel L Moore,Absent
2016-2017,76,5,Tammika Hubbard,Absent
2016-2017,76,7,Jack Coatar,Absent
2016-2017,76,24,Scott Ogilvie,Absent
2016-2017,76,27,Chris Carter,Absent
2016-2017,76,28,Lyda Krewson,Absent
2016-2017,77,1,Sharon Tyus,Aye
2016-2017,77,2,Dionne Flowers,Aye
2016-2017,77,6,Christine Ingrassia,Aye
2016-2017,77,8,Stephen Conway,Aye
2016-2017,77,9,Kenneth Ortmann,Aye
2016-2017,77,10,Joseph Vollmer,Aye
2016-2017,77,11,Thomas A Villa,Aye
2016-2017,77,12,Larry Arnowitz,Aye
2016-2017,77,13,Beth Murphy,Aye
2016-2017,77,14,Carol Howard,Aye
2016-2017,77,15,Megan E. Green,Aye
2016-2017,77,16,Donna Baringer,Aye
2016-2017,77,17,Joseph D Roddy,Aye
2016-2017,77,18,Terry Kennedy,Aye
2016-2017,77,19,Marlene E Davis,Aye
2016-2017,77,20,Cara Spencer,Aye
2016-2017,77,21,Antonio D French,Aye
2016-2017,77,22,Jeffrey L Boyd,Aye
2016-2017,77,23,Joseph Vaccaro,Aye
2016-2017,77,25,Shane Cohn,Aye
2016-2017,77,26,Frank Williamson,Aye
2016-2017,77,President,Lewis E Reed,Aye
2016-2017,77,3,Freeman M Bosley Sr.,Absent
2016-2017,77,4,Samuel L Moore,Absent
2016-2017,77,5,Tammika Hubbard,Absent
2016-2017,77,7,Jack Coatar,Absent
2016-2017,77,24,Scott Ogilvie,Absent
2016-2017,77,27,Chris Carter,Absent
2016-2017,77,28,Lyda Krewson,Absent
2016-2017,78,1,Sharon Tyus,Aye
2016-2017,78,2,Dionne Flowers,Aye
2016-2017,78,6,Christine Ingrassia,Aye
2016-2017,78,8,Stephen Conway,Aye
2016-2017,78,9,Kenneth Ortmann,Aye
2016-2017,78,10,Joseph Vollmer,Aye
2016-2017,78,11,Thomas A Villa,Aye
2016-2017,78,12,Larry Arnowitz,Aye
2016-2017,78,13,Beth Murphy,Aye
2016-2017,78,14,Carol Howard,Aye
2016-2017,78,15,Megan E. Green,Aye
2016-2017,78,16,Donna Baringer,Aye
2016-2017,78,17,Joseph D Roddy,Aye
2016-2017,78,18,Terry Kennedy,Aye
2016-2017,78,19,Marlene E Davis,Aye
2016-2017,78,20,Cara Spencer,Aye
2016-2017,78,21,Antonio D French,Aye
2016-2017,78,22,Jeffrey L Boyd,Aye
2016-2017,78,23,Joseph Vaccaro,Aye
2016-2017,78,25,Shane Cohn,Aye
2016-2017,78,26,Frank Williamson,Aye
2016-2017,78,President,Lewis E Reed,Aye
2016-2017,78,3,Freeman M Bosley Sr.,Absent
2016-2017,78,4,Samuel L Moore,Absent
2016-2017,78,5,Tammika Hubbard,Absent
2016-2017,78,7,Jack Coatar,Absent
2016-2017,78,24,Scott Ogilvie,Absent
2016-2017,78,27,Chris Carter,Absent
2016-2017,78,28,Lyda Krewson,Absent
2016-2017,79,1,Sharon Tyus,Aye
2016-2017,79,2,Dionne Flowers,Aye
2016-2017,79,6,Christine Ingrassia,Aye
2016-2017,79,8,Stephen Conway,Aye
2016-2017,79,9,Kenneth Ortmann,Aye
2016-2017,79,10,Joseph Vollmer,Aye
2016-2017,79,11,Thomas A Villa,Aye
2016-2017,79,12,Larry Arnowitz,Aye
2016-2017,79,13,Beth Murphy,Aye
2016-2017,79,14,Carol Howard,Aye
2016-2017,79,15,Megan E. Green,Aye
2016-2017,79,16,Donna Baringer,Aye
2016-2017,79,17,Joseph D Roddy,Aye
2016-2017,79,18,Terry Kennedy,Aye
2016-2017,79,19,Marlene E Davis,Aye
2016-2017,79,20,Cara Spencer,Aye
2016-2017,79,21,Antonio D French,Aye
2016-2017,79,22,Jeffrey L Boyd,Aye
2016-2017,79,23,Joseph Vaccaro,Aye
2016-2017,79,25,Shane Cohn,Aye
2016-2017,79,26,Frank Williamson,Aye
2016-2017,79,President,Lewis E Reed,Aye
2016-2017,79,3,Freeman M Bosley Sr.,Absent
2016-2017,79,4,Samuel L Moore,Absent
2016-2017,79,5,Tammika Hubbard,Absent
2016-2017,79,7,Jack Coatar,Absent
2016-2017,79,24,Scott Ogilvie,Absent
2016-2017,79,27,Chris Carter,Absent
2016-2017,79,28,Lyda Krewson,Absent
2016-2017,82,1,Sharon Tyus,Aye
2016-2017,82,2,Dionne Flowers,Aye
2016-2017,82,6,Christine Ingrassia,Aye
2016-2017,82,8,Stephen Conway,Aye
2016-2017,82,9,Kenneth Ortmann,Aye
2016-2017,82,10,Joseph Vollmer,Aye
2016-2017,82,11,Thomas A Villa,Aye
2016-2017,82,12,Larry Arnowitz,Aye
2016-2017,82,13,Beth Murphy,Aye
2016-2017,82,14,Carol Howard,Aye
2016-2017,82,15,Megan E. Green,Aye
2016-2017,82,16,Donna Baringer,Aye
2016-2017,82,17,Joseph D Roddy,Aye
2016-2017,82,18,Terry Kennedy,Aye
2016-2017,82,19,Marlene E Davis,Aye
2016-2017,82,20,Cara Spencer,Aye
2016-2017,82,21,Antonio D French,Aye
2016-2017,82,22,Jeffrey L Boyd,Aye
2016-2017,82,23,Joseph Vaccaro,Aye
2016-2017,82,25,Shane Cohn,Aye
2016-2017,82,26,Frank Williamson,Aye
2016-2017,82,President,Lewis E Reed,Aye
2016-2017,82,3,Freeman M Bosley Sr.,Absent
2016-2017,82,4,Samuel L Moore,Absent
2016-2017,82,5,Tammika Hubbard,Absent
2016-2017,82,7,Jack Coatar,Absent
2016-2017,82,24,Scott Ogilvie,Absent
2016-2017,82,27,Chris Carter,Absent
2016-2017,82,28,Lyda Krewson,Absent
2016-2017,83,1,Sharon Tyus,Aye
2016-2017,83,2,Dionne Flowers,Aye
2016-2017,83,6,Christine Ingrassia,Aye
2016-2017,83,8,Stephen Conway,Aye
2016-2017,83,9,Kenneth Ortmann,Aye
2016-2017,83,10,Joseph Vollmer,Aye
2016-2017,83,11,Thomas A Villa,Aye
2016-2017,83,12,Larry Arnowitz,Aye
2016-2017,83,13,Beth Murphy,Aye
2016-2017,83,14,Carol Howard,Aye
2016-2017,83,15,Megan E. Green,Aye
2016-2017,83,16,Donna Baringer,Aye
2016-2017,83,17,Joseph D Roddy,Aye
2016-2017,83,18,Terry Kennedy,Aye
2016-2017,83,19,Marlene E Davis,Aye
2016-2017,83,20,Cara Spencer,Aye
2016-2017,83,21,Antonio D French,Aye
2016-2017,83,22,Jeffrey L Boyd,Aye
2016-2017,83,23,Joseph Vaccaro,Aye
2016-2017,83,25,Shane Cohn,Aye
2016-2017,83,26,Frank Williamson,Aye
2016-2017,83,President,Lewis E Reed,Aye
2016-2017,83,3,Freeman M Bosley Sr.,Absent
2016-2017,83,4,Samuel L Moore,Absent
2016-2017,83,5,Tammika Hubbard,Absent
2016-2017,83,7,Jack Coatar,Absent
2016-2017,83,24,Scott Ogilvie,Absent
2016-2017,83,27,Chris Carter,Absent
2016-2017,83,28,Lyda Krewson,Absent
2016-2017,84,1,Sharon Tyus,Aye
2016-2017,84,2,Dionne Flowers,Aye
2016-2017,84,6,Christine Ingrassia,Aye
2016-2017,84,8,Stephen Conway,Aye
2016-2017,84,9,Kenneth Ortmann,Aye
2016-2017,84,10,Joseph Vollmer,Aye
2016-2017,84,11,Thomas A Villa,Aye
2016-2017,84,12,Larry Arnowitz,Aye
2016-2017,84,13,Beth Murphy,Aye
2016-2017,84,14,Carol Howard,Aye
2016-2017,84,15,Megan E. Green,Aye
2016-2017,84,16,Donna Baringer,Aye
2016-2017,84,17,Joseph D Roddy,Aye
2016-2017,84,18,Terry Kennedy,Aye
2016-2017,84,19,Marlene E Davis,Aye
2016-2017,84,20,Cara Spencer,Aye
2016-2017,84,21,Antonio D French,Aye
2016-2017,84,22,Jeffrey L Boyd,Aye
2016-2017,84,23,Joseph Vaccaro,Aye
2016-2017,84,25,Shane Cohn,Aye
2016-2017,84,26,Frank Williamson,Aye
2016-2017,84,President,Lewis E Reed,Aye
2016-2017,84,3,Freeman M Bosley Sr.,Absent
2016-2017,84,4,Samuel L Moore,Absent
2016-2017,84,5,Tammika Hubbard,Absent
2016-2017,84,7,Jack Coatar,Absent
2016-2017,84,24,Scott Ogilvie,Absent
2016-2017,84,27,Chris Carter,Absent
2016-2017,84,28,Lyda Krewson,Absent
2016-2017,86,1,Sharon Tyus,Aye
2016-2017,86,2,Dionne Flowers,Aye
2016-2017,86,6,Christine Ingrassia,Aye
2016-2017,86,8,Stephen Conway,Aye
2016-2017,86,9,Kenneth Ortmann,Aye
2016-2017,86,10,Joseph Vollmer,Aye
2016-2017,86,11,Thomas A Villa,Aye
2016-2017,86,12,Larry Arnowitz,Aye
2016-2017,86,13,Beth Murphy,Aye
2016-2017,86,14,Carol Howard,Aye
2016-2017,86,15,Megan E. Green,Aye
2016-2017,86,16,Donna Baringer,Aye
2016-2017,86,17,Joseph D Roddy,Aye
2016-2017,86,18,Terry Kennedy,Aye
2016-2017,86,19,Marlene E Davis,Aye
2016-2017,86,20,Cara Spencer,Aye
2016-2017,86,21,Antonio D French,Aye
2016-2017,86,22,Jeffrey L Boyd,Aye
2016-2017,86,23,Joseph Vaccaro,Aye
2016-2017,86,25,Shane Cohn,Aye
2016-2017,86,26,Frank Williamson,Aye
2016-2017,86,President,Lewis E Reed,Aye
2016-2017,86,3,Freeman M Bosley Sr.,Absent
2016-2017,86,4,Samuel L Moore,Absent
2016-2017,86,5,Tammika Hubbard,Absent
2016-2017,86,7,Jack Coatar,Absent
2016-2017,86,24,Scott Ogilvie,Absent
2016-2017,86,27,Chris Carter,Absent
2016-2017,86,28,Lyda Krewson,Absent
2016-2017,87,1,Sharon Tyus,Aye
2016-2017,87,2,Dionne Flowers,Aye
2016-2017,87,6,Christine Ingrassia,Aye
2016-2017,87,8,Stephen Conway,Aye
2016-2017,87,9,Kenneth Ortmann,Aye
2016-2017,87,10,Joseph Vollmer,Aye
2016-2017,87,11,Thomas A Villa,Aye
2016-2017,87,12,Larry Arnowitz,Aye
2016-2017,87,13,Beth Murphy,Aye
2016-2017,87,14,Carol Howard,Aye
2016-2017,87,15,Megan E. Green,Aye
2016-2017,87,16,Donna Baringer,Aye
2016-2017,87,17,Joseph D Roddy,Aye
2016-2017,87,18,Terry Kennedy,Aye
2016-2017,87,19,Marlene E Davis,Aye
2016-2017,87,20,Cara Spencer,Aye
2016-2017,87,21,Antonio D French,Aye
2016-2017,87,22,Jeffrey L Boyd,Aye
2016-2017,87,23,Joseph Vaccaro,Aye
2016-2017,87,25,Shane Cohn,Aye
2016-2017,87,26,Frank Williamson,Aye
2016-2017,87,President,Lewis E Reed,Aye
2016-2017,87,3,Freeman M Bosley Sr.,Absent
2016-2017,87,4,Samuel L Moore,Absent
2016-2017,87,5,Tammika Hubbard,Absent
2016-2017,87,7,Jack Coatar,Absent
2016-2017,87,24,Scott Ogilvie,Absent
2016-2017,87,27,Chris Carter,Absent
2016-2017,87,28,Lyda Krewson,Absent
2016-2017,89,1,Sharon Tyus,Aye
2016-2017,89,2,Dionne Flowers,Aye
2016-2017,89,6,Christine Ingrassia,Aye
2016-2017,89,8,Stephen Conway,Aye
2016-2017,89,9,Kenneth Ortmann,Aye
2016-2017,89,10,Joseph Vollmer,Aye
2016-2017,89,11,Thomas A Villa,Aye
2016-2017,89,12,Larry Arnowitz,Aye
2016-2017,89,13,Beth Murphy,Aye
2016-2017,89,14,Carol Howard,Aye
2016-2017,89,15,Megan E. Green,Aye
2016-2017,89,16,Donna Baringer,Aye
2016-2017,89,17,Joseph D Roddy,Aye
2016-2017,89,18,Terry Kennedy,Aye
2016-2017,89,19,Marlene E Davis,Aye
2016-2017,89,20,Cara Spencer,Aye
2016-2017,89,21,Antonio D French,Aye
2016-2017,89,22,Jeffrey L Boyd,Aye
2016-2017,89,23,Joseph Vaccaro,Aye
2016-2017,89,25,Shane Cohn,Aye
2016-2017,89,26,Frank Williamson,Aye
2016-2017,89,President,Lewis E Reed,Aye
2016-2017,89,3,Freeman M Bosley Sr.,Absent
2016-2017,89,4,Samuel L Moore,Absent
2016-2017,89,5,Tammika Hubbard,Absent
2016-2017,89,7,Jack Coatar,Absent
2016-2017,89,24,Scott Ogilvie,Absent
2016-2017,89,27,Chris Carter,Absent
2016-2017,89,28,Lyda Krewson,Absent
2016-2017,90,1,Sharon Tyus,Aye
2016-2017,90,2,Dionne Flowers,Aye
2016-2017,90,6,Christine Ingrassia,Aye
2016-2017,90,8,Stephen Conway,Aye
2016-2017,90,9,Kenneth Ortmann,Aye
2016-2017,90,10,Joseph Vollmer,Aye
2016-2017,90,11,Thomas A Villa,Aye
2016-2017,90,12,Larry Arnowitz,Aye
2016-2017,90,13,Beth Murphy,Aye
2016-2017,90,14,Carol Howard,Aye
2016-2017,90,15,Megan E. Green,Aye
2016-2017,90,16,Donna Baringer,Aye
2016-2017,90,17,Joseph D Roddy,Aye
2016-2017,90,18,Terry Kennedy,Aye
2016-2017,90,19,Marlene E Davis,Aye
2016-2017,90,20,Cara Spencer,Aye
2016-2017,90,21,Antonio D French,Aye
2016-2017,90,22,Jeffrey L Boyd,Aye
2016-2017,90,23,Joseph Vaccaro,Aye
2016-2017,90,25,Shane Cohn,Aye
2016-2017,90,26,Frank Williamson,Aye
2016-2017,90,President,Lewis E Reed,Aye
2016-2017,90,3,Freeman M Bosley Sr.,Absent
2016-2017,90,4,Samuel L Moore,Absent
2016-2017,90,5,Tammika Hubbard,Absent
2016-2017,90,7,Jack Coatar,Absent
2016-2017,90,24,Scott Ogilvie,Absent
2016-2017,90,27,Chris Carter,Absent
2016-2017,90,28,Lyda Krewson,Absent
2016-2017,91,1,Sharon Tyus,Aye
2016-2017,91,2,Dionne Flowers,Aye
2016-2017,91,6,Christine Ingrassia,Aye
2016-2017,91,8,Stephen Conway,Aye
2016-2017,91,9,Kenneth Ortmann,Aye
2016-2017,91,10,Joseph Vollmer,Aye
2016-2017,91,11,Thomas A Villa,Aye
2016-2017,91,12,Larry Arnowitz,Aye
2016-2017,91,13,Beth Murphy,Aye
2016-2017,91,14,Carol Howard,Aye
2016-2017,91,15,Megan E. Green,Aye
2016-2017,91,16,Donna Baringer,Aye
2016-2017,91,17,Joseph D Roddy,Aye
2016-2017,91,18,Terry Kennedy,Aye
2016-2017,91,19,Marlene E Davis,Aye
2016-2017,91,20,Cara Spencer,Aye
2016-2017,91,21,Antonio D French,Aye
2016-2017,91,22,Jeffrey L Boyd,Aye
2016-2017,91,23,Joseph Vaccaro,Aye
2016-2017,91,25,Shane Cohn,Aye
2016-2017,91,26,Frank Williamson,Aye
2016-2017,91,President,Lewis E Reed,Aye
2016-2017,91,3,Freeman M Bosley Sr.,Absent
2016-2017,91,4,Samuel L Moore,Absent
2016-2017,91,5,Tammika Hubbard,Absent
2016-2017,91,7,Jack Coatar,Absent
2016-2017,91,24,Scott Ogilvie,Absent
2016-2017,91,27,Chris Carter,Absent
2016-2017,91,28,Lyda Krewson,Absent
2016-2017,95,1,Sharon Tyus,Aye
