unique_id,session,bbid,ward,alderperson,vote
2015-2016-74,2015-2016,74,1,Sharon Tyus,Aye
2015-2016-74,2015-2016,74,2,Dionne Flowers,Aye
2015-2016-74,2015-2016,74,3,Freeman M Bosley Sr.,Aye
2015-2016-74,2015-2016,74,4,Samuel L Moore,Aye
2015-2016-74,2015-2016,74,5,Tammika Hubbard,Aye
2015-2016-74,2015-2016,74,6,Christine Ingrassia,Aye
2015-2016-74,2015-2016,74,7,Jack Coatar,Aye
2015-2016-74,2015-2016,74,8,Stephen Conway,Aye
2015-2016-74,2015-2016,74,9,Kenneth Ortmann,Aye
2015-2016-74,2015-2016,74,10,Joseph Vollmer,Aye
2015-2016-74,2015-2016,74,11,Thomas A Villa,Aye
2015-2016-74,2015-2016,74,12,Larry Arnowitz,Aye
2015-2016-74,2015-2016,74,13,Beth Murphy,Aye
2015-2016-74,2015-2016,74,14,Carol Howard,Aye
2015-2016-74,2015-2016,74,15,Megan E. Green,Aye
2015-2016-74,2015-2016,74,16,Donna Baringer,Aye
2015-2016-74,2015-2016,74,17,Joseph D Roddy,Aye
2015-2016-74,2015-2016,74,18,Terry Kennedy,Aye
2015-2016-74,2015-2016,74,19,Marlene E Davis,Aye
2015-2016-74,2015-2016,74,20,Cara Spencer,Aye
2015-2016-74,2015-2016,74,21,Antonio D French,Aye
2015-2016-74,2015-2016,74,23,Joseph Vaccaro,Aye
2015-2016-74,2015-2016,74,24,Scott Ogilvie,Aye
2015-2016-74,2015-2016,74,25,Shane Cohn,Aye
2015-2016-74,2015-2016,74,26,Frank Williamson,Aye
2015-2016-74,2015-2016,74,27,Chris Carter,Aye
2015-2016-74,2015-2016,74,28,Lyda Krewson,Aye
2015-2016-74,2015-2016,74,President,Lewis E Reed,Aye
2015-2016-74,2015-2016,74,22,Jeffrey L Boyd,Absent
2015-2016-75,2015-2016,75,1,Sharon Tyus,Aye
2015-2016-75,2015-2016,75,2,Dionne Flowers,Aye
2015-2016-75,2015-2016,75,3,Freeman M Bosley Sr.,Aye
2015-2016-75,2015-2016,75,4,Samuel L Moore,Aye
2015-2016-75,2015-2016,75,5,Tammika Hubbard,Aye
2015-2016-75,2015-2016,75,6,Christine Ingrassia,Aye
2015-2016-75,2015-2016,75,7,Jack Coatar,Aye
2015-2016-75,2015-2016,75,8,Stephen Conway,Aye
2015-2016-75,2015-2016,75,9,Kenneth Ortmann,Aye
2015-2016-75,2015-2016,75,10,Joseph Vollmer,Aye
2015-2016-75,2015-2016,75,11,Thomas A Villa,Aye
2015-2016-75,2015-2016,75,12,Larry Arnowitz,Aye
2015-2016-75,2015-2016,75,13,Beth Murphy,Aye
2015-2016-75,2015-2016,75,14,Carol Howard,Aye
2015-2016-75,2015-2016,75,15,Megan E. Green,Aye
2015-2016-75,2015-2016,75,16,Donna Baringer,Aye
2015-2016-75,2015-2016,75,17,Joseph D Roddy,Aye
2015-2016-75,2015-2016,75,18,Terry Kennedy,Aye
2015-2016-75,2015-2016,75,19,Marlene E Davis,Aye
2015-2016-75,2015-2016,75,20,Cara Spencer,Aye
2015-2016-75,2015-2016,75,21,Antonio D French,Aye
2015-2016-75,2015-2016,75,23,Joseph Vaccaro,Aye
2015-2016-75,2015-2016,75,24,Scott Ogilvie,Aye
2015-2016-75,2015-2016,75,25,Shane Cohn,Aye
2015-2016-75,2015-2016,75,26,Frank Williamson,Aye
2015-2016-75,2015-2016,75,27,Chris Carter,Aye
2015-2016-75,2015-2016,75,28,Lyda Krewson,Aye
2015-2016-75,2015-2016,75,President,Lewis E Reed,Aye
2015-2016-75,2015-2016,75,22,Jeffrey L Boyd,Absent
2015-2016-79,2015-2016,79,1,Sharon Tyus,Aye
2015-2016-79,2015-2016,79,2,Dionne Flowers,Aye
2015-2016-79,2015-2016,79,3,Freeman M Bosley Sr.,Aye
2015-2016-79,2015-2016,79,4,Samuel L Moore,Aye
2015-2016-79,2015-2016,79,5,Tammika Hubbard,Aye
2015-2016-79,2015-2016,79,6,Christine Ingrassia,Aye
2015-2016-79,2015-2016,79,7,Jack Coatar,Aye
2015-2016-79,2015-2016,79,8,Stephen Conway,Aye
2015-2016-79,2015-2016,79,9,Kenneth Ortmann,Aye
2015-2016-79,2015-2016,79,10,Joseph Vollmer,Aye
2015-2016-79,2015-2016,79,11,Thomas A Villa,Aye
2015-2016-79,2015-2016,79,12,Larry Arnowitz,Aye
2015-2016-79,2015-2016,79,13,Beth Murphy,Aye
2015-2016-79,2015-2016,79,14,Carol Howard,Aye
2015-2016-79,2015-2016,79,15,Megan E. Green,Aye
2015-2016-79,2015-2016,79,16,Donna Baringer,Aye
2015-2016-79,2015-2016,79,17,Joseph D Roddy,Aye
2015-2016-79,2015-2016,79,18,Terry Kennedy,Aye
2015-2016-79,2015-2016,79,19,Marlene E Davis,Aye
2015-2016-79,2015-2016,79,20,Cara Spencer,Aye
2015-2016-79,2015-2016,79,21,Antonio D French,Aye
2015-2016-79,2015-2016,79,23,Joseph Vaccaro,Aye
2015-2016-79,2015-2016,79,24,Scott Ogilvie,Aye
2015-2016-79,2015-2016,79,25,Shane Cohn,Aye
2015-2016-79,2015-2016,79,26,Frank Williamson,Aye
2015-2016-79,2015-2016,79,27,Chris Carter,Aye
2015-2016-79,2015-2016,79,28,Lyda Krewson,Aye
2015-2016-79,2015-2016,79,President,Lewis E Reed,Aye
2015-2016-79,2015-2016,79,22,Jeffrey L Boyd,Absent
2015-2016-5,2015-2016,5,1,Sharon Tyus,Aye
2015-2016-5,2015-2016,5,2,Dionne Flowers,Aye
2015-2016-5,2015-2016,5,3,Freeman M Bosley Sr.,Aye
2015-2016-5,2015-2016,5,5,Tammika Hubbard,Aye
2015-2016-5,2015-2016,5,7,Jack Coatar,Aye
2015-2016-5,2015-2016,5,9,Kenneth Ortmann,Aye
2015-2016-5,2015-2016,5,10,Joseph Vollmer,Aye
2015-2016-5,2015-2016,5,11,Thomas A Villa,Aye
2015-2016-5,2015-2016,5,12,Larry Arnowitz,Aye
2015-2016-5,2015-2016,5,13,Beth Murphy,Aye
2015-2016-5,2015-2016,5,14,Carol Howard,Aye
2015-2016-5,2015-2016,5,15,Megan E. Green,Aye
2015-2016-5,2015-2016,5,16,Donna Baringer,Aye
2015-2016-5,2015-2016,5,18,Terry Kennedy,Aye
2015-2016-5,2015-2016,5,19,Marlene E Davis,Aye
2015-2016-5,2015-2016,5,20,Cara Spencer,Aye
2015-2016-5,2015-2016,5,21,Antonio D French,Aye
2015-2016-5,2015-2016,5,23,Joseph Vaccaro,Aye
2015-2016-5,2015-2016,5,24,Scott Ogilvie,Aye
2015-2016-5,2015-2016,5,25,Shane Cohn,Aye
2015-2016-5,2015-2016,5,26,Frank Williamson,Aye
2015-2016-5,2015-2016,5,27,Chris Carter,Aye
2015-2016-5,2015-2016,5,28,Lyda Krewson,Aye
2015-2016-5,2015-2016,5,President,Lewis E Reed,Aye
2015-2016-5,2015-2016,5,4,Samuel L Moore,Absent
2015-2016-5,2015-2016,5,6,Christine Ingrassia,Absent
2015-2016-5,2015-2016,5,8,Stephen Conway,Absent
2015-2016-5,2015-2016,5,17,Joseph D Roddy,Absent
2015-2016-5,2015-2016,5,22,Jeffrey L Boyd,Absent
2015-2016-11,2015-2016,11,1,Sharon Tyus,Aye
2015-2016-11,2015-2016,11,2,Dionne Flowers,Aye
2015-2016-11,2015-2016,11,3,Freeman M Bosley Sr.,Aye
2015-2016-11,2015-2016,11,5,Tammika Hubbard,Aye
2015-2016-11,2015-2016,11,7,Jack Coatar,Aye
2015-2016-11,2015-2016,11,9,Kenneth Ortmann,Aye
2015-2016-11,2015-2016,11,10,Joseph Vollmer,Aye
2015-2016-11,2015-2016,11,11,Thomas A Villa,Aye
2015-2016-11,2015-2016,11,12,Larry Arnowitz,Aye
2015-2016-11,2015-2016,11,13,Beth Murphy,Aye
2015-2016-11,2015-2016,11,14,Carol Howard,Aye
2015-2016-11,2015-2016,11,15,Megan E. Green,Aye
2015-2016-11,2015-2016,11,16,Donna Baringer,Aye
2015-2016-11,2015-2016,11,18,Terry Kennedy,Aye
2015-2016-11,2015-2016,11,19,Marlene E Davis,Aye
2015-2016-11,2015-2016,11,20,Cara Spencer,Aye
2015-2016-11,2015-2016,11,21,Antonio D French,Aye
2015-2016-11,2015-2016,11,23,Joseph Vaccaro,Aye
2015-2016-11,2015-2016,11,24,Scott Ogilvie,Aye
2015-2016-11,2015-2016,11,25,Shane Cohn,Aye
2015-2016-11,2015-2016,11,26,Frank Williamson,Aye
2015-2016-11,2015-2016,11,27,Chris Carter,Aye
2015-2016-11,2015-2016,11,28,Lyda Krewson,Aye
2015-2016-11,2015-2016,11,President,Lewis E Reed,Aye
2015-2016-11,2015-2016,11,4,Samuel L Moore,Absent
2015-2016-11,2015-2016,11,6,Christine Ingrassia,Absent
2015-2016-11,2015-2016,11,8,Stephen Conway,Absent
2015-2016-11,2015-2016,11,17,Joseph D Roddy,Absent
2015-2016-11,2015-2016,11,22,Jeffrey L Boyd,Absent
2015-2016-22,2015-2016,22,1,Sharon Tyus,Aye
2015-2016-22,2015-2016,22,2,Dionne Flowers,Aye
2015-2016-22,2015-2016,22,3,Freeman M Bosley Sr.,Aye
2015-2016-22,2015-2016,22,5,Tammika Hubbard,Aye
2015-2016-22,2015-2016,22,7,Jack Coatar,Aye
2015-2016-22,2015-2016,22,9,Kenneth Ortmann,Aye
2015-2016-22,2015-2016,22,10,Joseph Vollmer,Aye
2015-2016-22,2015-2016,22,11,Thomas A Villa,Aye
2015-2016-22,2015-2016,22,12,Larry Arnowitz,Aye
2015-2016-22,2015-2016,22,13,Beth Murphy,Aye
2015-2016-22,2015-2016,22,14,Carol Howard,Aye
2015-2016-22,2015-2016,22,15,Megan E. Green,Aye
2015-2016-22,2015-2016,22,16,Donna Baringer,Aye
2015-2016-22,2015-2016,22,18,Terry Kennedy,Aye
2015-2016-22,2015-2016,22,19,Marlene E Davis,Aye
2015-2016-22,2015-2016,22,20,Cara Spencer,Aye
2015-2016-22,2015-2016,22,21,Antonio D French,Aye
2015-2016-22,2015-2016,22,23,Joseph Vaccaro,Aye
2015-2016-22,2015-2016,22,24,Scott Ogilvie,Aye
2015-2016-22,2015-2016,22,25,Shane Cohn,Aye
2015-2016-22,2015-2016,22,26,Frank Williamson,Aye
2015-2016-22,2015-2016,22,27,Chris Carter,Aye
2015-2016-22,2015-2016,22,28,Lyda Krewson,Aye
2015-2016-22,2015-2016,22,President,Lewis E Reed,Aye
2015-2016-22,2015-2016,22,4,Samuel L Moore,Absent
2015-2016-22,2015-2016,22,6,Christine Ingrassia,Absent
2015-2016-22,2015-2016,22,8,Stephen Conway,Absent
2015-2016-22,2015-2016,22,17,Joseph D Roddy,Absent
2015-2016-22,2015-2016,22,22,Jeffrey L Boyd,Absent
2015-2016-25,2015-2016,25,1,Sharon Tyus,Aye
2015-2016-25,2015-2016,25,2,Dionne Flowers,Aye
2015-2016-25,2015-2016,25,3,Freeman M Bosley Sr.,Aye
2015-2016-25,2015-2016,25,5,Tammika Hubbard,Aye
2015-2016-25,2015-2016,25,7,Jack Coatar,Aye
2015-2016-25,2015-2016,25,9,Kenneth Ortmann,Aye
2015-2016-25,2015-2016,25,10,Joseph Vollmer,Aye
2015-2016-25,2015-2016,25,11,Thomas A Villa,Aye
2015-2016-25,2015-2016,25,12,Larry Arnowitz,Aye
2015-2016-25,2015-2016,25,13,Beth Murphy,Aye
2015-2016-25,2015-2016,25,14,Carol Howard,Aye
2015-2016-25,2015-2016,25,15,Megan E. Green,Aye
2015-2016-25,2015-2016,25,16,Donna Baringer,Aye
2015-2016-25,2015-2016,25,18,Terry Kennedy,Aye
2015-2016-25,2015-2016,25,19,Marlene E Davis,Aye
2015-2016-25,2015-2016,25,20,Cara Spencer,Aye
2015-2016-25,2015-2016,25,21,Antonio D French,Aye
2015-2016-25,2015-2016,25,23,Joseph Vaccaro,Aye
2015-2016-25,2015-2016,25,24,Scott Ogilvie,Aye
2015-2016-25,2015-2016,25,25,Shane Cohn,Aye
2015-2016-25,2015-2016,25,26,Frank Williamson,Aye
2015-2016-25,2015-2016,25,27,Chris Carter,Aye
2015-2016-25,2015-2016,25,28,Lyda Krewson,Aye
2015-2016-25,2015-2016,25,President,Lewis E Reed,Aye
2015-2016-25,2015-2016,25,4,Samuel L Moore,Absent
2015-2016-25,2015-2016,25,6,Christine Ingrassia,Absent
2015-2016-25,2015-2016,25,8,Stephen Conway,Absent
2015-2016-25,2015-2016,25,17,Joseph D Roddy,Absent
2015-2016-25,2015-2016,25,22,Jeffrey L Boyd,Absent
2015-2016-35,2015-2016,35,1,Sharon Tyus,Aye
2015-2016-35,2015-2016,35,2,Dionne Flowers,Aye
2015-2016-35,2015-2016,35,3,Freeman M Bosley Sr.,Aye
2015-2016-35,2015-2016,35,5,Tammika Hubbard,Aye
2015-2016-35,2015-2016,35,7,Jack Coatar,Aye
2015-2016-35,2015-2016,35,9,Kenneth Ortmann,Aye
2015-2016-35,2015-2016,35,10,Joseph Vollmer,Aye
2015-2016-35,2015-2016,35,11,Thomas A Villa,Aye
2015-2016-35,2015-2016,35,12,Larry Arnowitz,Aye
2015-2016-35,2015-2016,35,13,Beth Murphy,Aye
2015-2016-35,2015-2016,35,14,Carol Howard,Aye
2015-2016-35,2015-2016,35,15,Megan E. Green,Aye
2015-2016-35,2015-2016,35,16,Donna Baringer,Aye
2015-2016-35,2015-2016,35,18,Terry Kennedy,Aye
2015-2016-35,2015-2016,35,19,Marlene E Davis,Aye
2015-2016-35,2015-2016,35,20,Cara Spencer,Aye
2015-2016-35,2015-2016,35,21,Antonio D French,Aye
2015-2016-35,2015-2016,35,23,Joseph Vaccaro,Aye
2015-2016-35,2015-2016,35,24,Scott Ogilvie,Aye
2015-2016-35,2015-2016,35,25,Shane Cohn,Aye
2015-2016-35,2015-2016,35,26,Frank Williamson,Aye
2015-2016-35,2015-2016,35,27,Chris Carter,Aye
2015-2016-35,2015-2016,35,28,Lyda Krewson,Aye
2015-2016-35,2015-2016,35,President,Lewis E Reed,Aye
2015-2016-35,2015-2016,35,4,Samuel L Moore,Absent
2015-2016-35,2015-2016,35,6,Christine Ingrassia,Absent
2015-2016-35,2015-2016,35,8,Stephen Conway,Absent
2015-2016-35,2015-2016,35,17,Joseph D Roddy,Absent
2015-2016-35,2015-2016,35,22,Jeffrey L Boyd,Absent
2015-2016-37,2015-2016,37,1,Sharon Tyus,Aye
2015-2016-37,2015-2016,37,2,Dionne Flowers,Aye
2015-2016-37,2015-2016,37,3,Freeman M Bosley Sr.,Aye
2015-2016-37,2015-2016,37,5,Tammika Hubbard,Aye
2015-2016-37,2015-2016,37,7,Jack Coatar,Aye
2015-2016-37,2015-2016,37,9,Kenneth Ortmann,Aye
2015-2016-37,2015-2016,37,10,Joseph Vollmer,Aye
2015-2016-37,2015-2016,37,11,Thomas A Villa,Aye
2015-2016-37,2015-2016,37,12,Larry Arnowitz,Aye
2015-2016-37,2015-2016,37,13,Beth Murphy,Aye
2015-2016-37,2015-2016,37,14,Carol Howard,Aye
2015-2016-37,2015-2016,37,15,Megan E. Green,Aye
2015-2016-37,2015-2016,37,16,Donna Baringer,Aye
2015-2016-37,2015-2016,37,18,Terry Kennedy,Aye
2015-2016-37,2015-2016,37,19,Marlene E Davis,Aye
2015-2016-37,2015-2016,37,20,Cara Spencer,Aye
2015-2016-37,2015-2016,37,21,Antonio D French,Aye
2015-2016-37,2015-2016,37,23,Joseph Vaccaro,Aye
2015-2016-37,2015-2016,37,24,Scott Ogilvie,Aye
2015-2016-37,2015-2016,37,25,Shane Cohn,Aye
2015-2016-37,2015-2016,37,26,Frank Williamson,Aye
2015-2016-37,2015-2016,37,27,Chris Carter,Aye
2015-2016-37,2015-2016,37,28,Lyda Krewson,Aye
2015-2016-37,2015-2016,37,President,Lewis E Reed,Aye
2015-2016-37,2015-2016,37,4,Samuel L Moore,Absent
2015-2016-37,2015-2016,37,6,Christine Ingrassia,Absent
2015-2016-37,2015-2016,37,8,Stephen Conway,Absent
2015-2016-37,2015-2016,37,17,Joseph D Roddy,Absent
2015-2016-37,2015-2016,37,22,Jeffrey L Boyd,Absent
2015-2016-42,2015-2016,42,1,Sharon Tyus,Aye
2015-2016-42,2015-2016,42,2,Dionne Flowers,Aye
2015-2016-42,2015-2016,42,3,Freeman M Bosley Sr.,Aye
2015-2016-42,2015-2016,42,5,Tammika Hubbard,Aye
2015-2016-42,2015-2016,42,7,Jack Coatar,Aye
2015-2016-42,2015-2016,42,9,Kenneth Ortmann,Aye
2015-2016-42,2015-2016,42,10,Joseph Vollmer,Aye
2015-2016-42,2015-2016,42,11,Thomas A Villa,Aye
2015-2016-42,2015-2016,42,12,Larry Arnowitz,Aye
2015-2016-42,2015-2016,42,13,Beth Murphy,Aye
2015-2016-42,2015-2016,42,14,Carol Howard,Aye
2015-2016-42,2015-2016,42,15,Megan E. Green,Aye
2015-2016-42,2015-2016,42,16,Donna Baringer,Aye
2015-2016-42,2015-2016,42,18,Terry Kennedy,Aye
2015-2016-42,2015-2016,42,19,Marlene E Davis,Aye
2015-2016-42,2015-2016,42,20,Cara Spencer,Aye
2015-2016-42,2015-2016,42,21,Antonio D French,Aye
2015-2016-42,2015-2016,42,23,Joseph Vaccaro,Aye
2015-2016-42,2015-2016,42,24,Scott Ogilvie,Aye
2015-2016-42,2015-2016,42,25,Shane Cohn,Aye
2015-2016-42,2015-2016,42,26,Frank Williamson,Aye
2015-2016-42,2015-2016,42,27,Chris Carter,Aye
2015-2016-42,2015-2016,42,28,Lyda Krewson,Aye
2015-2016-42,2015-2016,42,President,Lewis E Reed,Aye
2015-2016-42,2015-2016,42,4,Samuel L Moore,Absent
2015-2016-42,2015-2016,42,6,Christine Ingrassia,Absent
2015-2016-42,2015-2016,42,8,Stephen Conway,Absent
2015-2016-42,2015-2016,42,17,Joseph D Roddy,Absent
2015-2016-42,2015-2016,42,22,Jeffrey L Boyd,Absent
2015-2016-44,2015-2016,44,1,Sharon Tyus,Aye
2015-2016-44,2015-2016,44,2,Dionne Flowers,Aye
2015-2016-44,2015-2016,44,3,Freeman M Bosley Sr.,Aye
2015-2016-44,2015-2016,44,5,Tammika Hubbard,Aye
2015-2016-44,2015-2016,44,7,Jack Coatar,Aye
2015-2016-44,2015-2016,44,9,Kenneth Ortmann,Aye
2015-2016-44,2015-2016,44,10,Joseph Vollmer,Aye
2015-2016-44,2015-2016,44,11,Thomas A Villa,Aye
2015-2016-44,2015-2016,44,12,Larry Arnowitz,Aye
2015-2016-44,2015-2016,44,13,Beth Murphy,Aye
2015-2016-44,2015-2016,44,14,Carol Howard,Aye
2015-2016-44,2015-2016,44,15,Megan E. Green,Aye
2015-2016-44,2015-2016,44,16,Donna Baringer,Aye
2015-2016-44,2015-2016,44,18,Terry Kennedy,Aye
2015-2016-44,2015-2016,44,19,Marlene E Davis,Aye
2015-2016-44,2015-2016,44,20,Cara Spencer,Aye
2015-2016-44,2015-2016,44,21,Antonio D French,Aye
2015-2016-44,2015-2016,44,23,Joseph Vaccaro,Aye
2015-2016-44,2015-2016,44,24,Scott Ogilvie,Aye
2015-2016-44,2015-2016,44,25,Shane Cohn,Aye
2015-2016-44,2015-2016,44,26,Frank Williamson,Aye
2015-2016-44,2015-2016,44,27,Chris Carter,Aye
2015-2016-44,2015-2016,44,28,Lyda Krewson,Aye
2015-2016-44,2015-2016,44,President,Lewis E Reed,Aye
2015-2016-44,2015-2016,44,4,Samuel L Moore,Absent
2015-2016-44,2015-2016,44,6,Christine Ingrassia,Absent
2015-2016-44,2015-2016,44,8,Stephen Conway,Absent
2015-2016-44,2015-2016,44,17,Joseph D Roddy,Absent
2015-2016-44,2015-2016,44,22,Jeffrey L Boyd,Absent
2015-2016-45,2015-2016,45,1,Sharon Tyus,Aye
2015-2016-45,2015-2016,45,2,Dionne Flowers,Aye
2015-2016-45,2015-2016,45,3,Freeman M Bosley Sr.,Aye
2015-2016-45,2015-2016,45,5,Tammika Hubbard,Aye
2015-2016-45,2015-2016,45,7,Jack Coatar,Aye
2015-2016-45,2015-2016,45,9,Kenneth Ortmann,Aye
2015-2016-45,2015-2016,45,10,Joseph Vollmer,Aye
2015-2016-45,2015-2016,45,11,Thomas A Villa,Aye
2015-2016-45,2015-2016,45,12,Larry Arnowitz,Aye
2015-2016-45,2015-2016,45,13,Beth Murphy,Aye
2015-2016-45,2015-2016,45,14,Carol Howard,Aye
2015-2016-45,2015-2016,45,15,Megan E. Green,Aye
2015-2016-45,2015-2016,45,16,Donna Baringer,Aye
2015-2016-45,2015-2016,45,18,Terry Kennedy,Aye
2015-2016-45,2015-2016,45,19,Marlene E Davis,Aye
2015-2016-45,2015-2016,45,20,Cara Spencer,Aye
2015-2016-45,2015-2016,45,21,Antonio D French,Aye
2015-2016-45,2015-2016,45,23,Joseph Vaccaro,Aye
2015-2016-45,2015-2016,45,24,Scott Ogilvie,Aye
2015-2016-45,2015-2016,45,25,Shane Cohn,Aye
2015-2016-45,2015-2016,45,26,Frank Williamson,Aye
2015-2016-45,2015-2016,45,27,Chris Carter,Aye
2015-2016-45,2015-2016,45,28,Lyda Krewson,Aye
2015-2016-45,2015-2016,45,President,Lewis E Reed,Aye
2015-2016-45,2015-2016,45,4,Samuel L Moore,Absent
2015-2016-45,2015-2016,45,6,Christine Ingrassia,Absent
2015-2016-45,2015-2016,45,8,Stephen Conway,Absent
2015-2016-45,2015-2016,45,17,Joseph D Roddy,Absent
2015-2016-45,2015-2016,45,22,Jeffrey L Boyd,Absent
2015-2016-48,2015-2016,48,1,Sharon Tyus,Aye
2015-2016-48,2015-2016,48,2,Dionne Flowers,Aye
2015-2016-48,2015-2016,48,3,Freeman M Bosley Sr.,Aye
2015-2016-48,2015-2016,48,5,Tammika Hubbard,Aye
2015-2016-48,2015-2016,48,7,Jack Coatar,Aye
2015-2016-48,2015-2016,48,9,Kenneth Ortmann,Aye
2015-2016-48,2015-2016,48,10,Joseph Vollmer,Aye
2015-2016-48,2015-2016,48,11,Thomas A Villa,Aye
2015-2016-48,2015-2016,48,12,Larry Arnowitz,Aye
2015-2016-48,2015-2016,48,13,Beth Murphy,Aye
2015-2016-48,2015-2016,48,14,Carol Howard,Aye
2015-2016-48,2015-2016,48,15,Megan E. Green,Aye
2015-2016-48,2015-2016,48,16,Donna Baringer,Aye
2015-2016-48,2015-2016,48,18,Terry Kennedy,Aye
2015-2016-48,2015-2016,48,19,Marlene E Davis,Aye
2015-2016-48,2015-2016,48,20,Cara Spencer,Aye
2015-2016-48,2015-2016,48,21,Antonio D French,Aye
2015-2016-48,2015-2016,48,23,Joseph Vaccaro,Aye
2015-2016-48,2015-2016,48,24,Scott Ogilvie,Aye
2015-2016-48,2015-2016,48,25,Shane Cohn,Aye
2015-2016-48,2015-2016,48,26,Frank Williamson,Aye
2015-2016-48,2015-2016,48,27,Chris Carter,Aye
2015-2016-48,2015-2016,48,28,Lyda Krewson,Aye
2015-2016-48,2015-2016,48,President,Lewis E Reed,Aye
2015-2016-48,2015-2016,48,4,Samuel L Moore,Absent
2015-2016-48,2015-2016,48,6,Christine Ingrassia,Absent
2015-2016-48,2015-2016,48,8,Stephen Conway,Absent
2015-2016-48,2015-2016,48,17,Joseph D Roddy,Absent
2015-2016-48,2015-2016,48,22,Jeffrey L Boyd,Absent
2015-2016-50,2015-2016,50,1,Sharon Tyus,Aye
2015-2016-50,2015-2016,50,2,Dionne Flowers,Aye
2015-2016-50,2015-2016,50,3,Freeman M Bosley Sr.,Aye
2015-2016-50,2015-2016,50,5,Tammika Hubbard,Aye
2015-2016-50,2015-2016,50,7,Jack Coatar,Aye
2015-2016-50,2015-2016,50,9,Kenneth Ortmann,Aye
2015-2016-50,2015-2016,50,10,Joseph Vollmer,Aye
2015-2016-50,2015-2016,50,11,Thomas A Villa,Aye
2015-2016-50,2015-2016,50,12,Larry Arnowitz,Aye
2015-2016-50,2015-2016,50,13,Beth Murphy,Aye
2015-2016-50,2015-2016,50,14,Carol Howard,Aye
2015-2016-50,2015-2016,50,15,Megan E. Green,Aye
2015-2016-50,2015-2016,50,16,Donna Baringer,Aye
2015-2016-50,2015-2016,50,18,Terry Kennedy,Aye
2015-2016-50,2015-2016,50,19,Marlene E Davis,Aye
2015-2016-50,2015-2016,50,20,Cara Spencer,Aye
2015-2016-50,2015-2016,50,21,Antonio D French,Aye
2015-2016-50,2015-2016,50,23,Joseph Vaccaro,Aye
2015-2016-50,2015-2016,50,24,Scott Ogilvie,Aye
2015-2016-50,2015-2016,50,25,Shane Cohn,Aye
2015-2016-50,2015-2016,50,26,Frank Williamson,Aye
2015-2016-50,2015-2016,50,27,Chris Carter,Aye
2015-2016-50,2015-2016,50,28,Lyda Krewson,Aye
2015-2016-50,2015-2016,50,President,Lewis E Reed,Aye
2015-2016-50,2015-2016,50,4,Samuel L Moore,Absent
2015-2016-50,2015-2016,50,6,Christine Ingrassia,Absent
2015-2016-50,2015-2016,50,8,Stephen Conway,Absent
2015-2016-50,2015-2016,50,17,Joseph D Roddy,Absent
2015-2016-50,2015-2016,50,22,Jeffrey L Boyd,Absent
2015-2016-56,2015-2016,56,1,Sharon Tyus,Aye
2015-2016-56,2015-2016,56,2,Dionne Flowers,Aye
2015-2016-56,2015-2016,56,3,Freeman M Bosley Sr.,Aye
2015-2016-56,2015-2016,56,5,Tammika Hubbard,Aye
2015-2016-56,2015-2016,56,7,Jack Coatar,Aye
2015-2016-56,2015-2016,56,9,Kenneth Ortmann,Aye
2015-2016-56,2015-2016,56,10,Joseph Vollmer,Aye
2015-2016-56,2015-2016,56,11,Thomas A Villa,Aye
2015-2016-56,2015-2016,56,12,Larry Arnowitz,Aye
2015-2016-56,2015-2016,56,13,Beth Murphy,Aye
2015-2016-56,2015-2016,56,14,Carol Howard,Aye
2015-2016-56,2015-2016,56,15,Megan E. Green,Aye
2015-2016-56,2015-2016,56,16,Donna Baringer,Aye
2015-2016-56,2015-2016,56,18,Terry Kennedy,Aye
2015-2016-56,2015-2016,56,19,Marlene E Davis,Aye
2015-2016-56,2015-2016,56,20,Cara Spencer,Aye
2015-2016-56,2015-2016,56,21,Antonio D French,Aye
2015-2016-56,2015-2016,56,23,Joseph Vaccaro,Aye
2015-2016-56,2015-2016,56,24,Scott Ogilvie,Aye
2015-2016-56,2015-2016,56,25,Shane Cohn,Aye
2015-2016-56,2015-2016,56,26,Frank Williamson,Aye
2015-2016-56,2015-2016,56,27,Chris Carter,Aye
2015-2016-56,2015-2016,56,28,Lyda Krewson,Aye
2015-2016-56,2015-2016,56,President,Lewis E Reed,Aye
2015-2016-56,2015-2016,56,4,Samuel L Moore,Absent
2015-2016-56,2015-2016,56,6,Christine Ingrassia,Absent
2015-2016-56,2015-2016,56,8,Stephen Conway,Absent
2015-2016-56,2015-2016,56,17,Joseph D Roddy,Absent
2015-2016-56,2015-2016,56,22,Jeffrey L Boyd,Absent
2015-2016-6,2015-2016,6,1,Sharon Tyus,Aye
2015-2016-6,2015-2016,6,2,Dionne Flowers,Aye
2015-2016-6,2015-2016,6,5,Tammika Hubbard,Aye
2015-2016-6,2015-2016,6,6,Christine Ingrassia,Aye
2015-2016-6,2015-2016,6,7,Jack Coatar,Aye
2015-2016-6,2015-2016,6,9,Kenneth Ortmann,Aye
2015-2016-6,2015-2016,6,10,Joseph Vollmer,Aye
2015-2016-6,2015-2016,6,11,Thomas A Villa,Aye
2015-2016-6,2015-2016,6,12,Larry Arnowitz,Aye
2015-2016-6,2015-2016,6,13,Beth Murphy,Aye
2015-2016-6,2015-2016,6,14,Carol Howard,Aye
2015-2016-6,2015-2016,6,15,Megan E. Green,Aye
2015-2016-6,2015-2016,6,16,Donna Baringer,Aye
