bbid,date of vote,ward,alderperson,vote
62,07/07/2017,15,Megan E. Green,Aye
62,07/07/2017,16,Tom Oldenburg,Aye
62,07/07/2017,17,Joseph D Roddy,Aye
62,07/07/2017,19,Marlene E Davis,Aye
62,07/07/2017,20,Cara Spencer,Aye
62,07/07/2017,21,John Collins-Muhammad,Aye
62,07/07/2017,22,Jeffrey L Boyd,Aye
62,07/07/2017,23,Joseph Vaccaro,Aye
62,07/07/2017,24,Scott Ogilvie,Aye
62,07/07/2017,25,Shane Cohn,Aye
62,07/07/2017,26,Frank Williamson,Aye
62,07/07/2017,27,Pam Boyd,Aye
62,07/07/2017,President,Lewis E Reed,Aye
62,07/07/2017,1,Sharon Tyus,Present
62,07/07/2017,5,Tammika Hubbard,Absent
62,07/07/2017,8,Stephen Conway,Absent
62,07/07/2017,9,Dan Guenther,Absent
62,07/07/2017,12,Larry Arnowitz,Absent
62,07/07/2017,18,Terry Kennedy,Absent
62,07/07/2017,28,Seat is vacant,Vacant Seat
63,07/07/2017,2,Dionne Flowers,Aye
63,07/07/2017,3,Brandon Bosley,Aye
63,07/07/2017,4,Samuel L Moore,Aye
63,07/07/2017,6,Christine Ingrassia,Aye
63,07/07/2017,7,Jack Coatar,Aye
63,07/07/2017,10,Joseph Vollmer,Aye
63,07/07/2017,11,Sarah Martin,Aye
63,07/07/2017,13,Beth Murphy,Aye
63,07/07/2017,14,Carol Howard,Aye
63,07/07/2017,15,Megan E. Green,Aye
63,07/07/2017,16,Tom Oldenburg,Aye
63,07/07/2017,17,Joseph D Roddy,Aye
63,07/07/2017,19,Marlene E Davis,Aye
63,07/07/2017,20,Cara Spencer,Aye
63,07/07/2017,21,John Collins-Muhammad,Aye
63,07/07/2017,22,Jeffrey L Boyd,Aye
63,07/07/2017,23,Joseph Vaccaro,Aye
63,07/07/2017,24,Scott Ogilvie,Aye
63,07/07/2017,25,Shane Cohn,Aye
63,07/07/2017,26,Frank Williamson,Aye
63,07/07/2017,27,Pam Boyd,Aye
63,07/07/2017,President,Lewis E Reed,Aye
63,07/07/2017,1,Sharon Tyus,Present
63,07/07/2017,5,Tammika Hubbard,Absent
63,07/07/2017,8,Stephen Conway,Absent
63,07/07/2017,9,Dan Guenther,Absent
63,07/07/2017,12,Larry Arnowitz,Absent
63,07/07/2017,18,Terry Kennedy,Absent
63,07/07/2017,28,Seat is vacant,Vacant Seat
64,07/07/2017,2,Dionne Flowers,Aye
64,07/07/2017,3,Brandon Bosley,Aye
64,07/07/2017,4,Samuel L Moore,Aye
64,07/07/2017,6,Christine Ingrassia,Aye
64,07/07/2017,7,Jack Coatar,Aye
64,07/07/2017,10,Joseph Vollmer,Aye
64,07/07/2017,11,Sarah Martin,Aye
64,07/07/2017,13,Beth Murphy,Aye
64,07/07/2017,14,Carol Howard,Aye
64,07/07/2017,15,Megan E. Green,Aye
64,07/07/2017,16,Tom Oldenburg,Aye
64,07/07/2017,17,Joseph D Roddy,Aye
64,07/07/2017,19,Marlene E Davis,Aye
64,07/07/2017,20,Cara Spencer,Aye
64,07/07/2017,21,John Collins-Muhammad,Aye
64,07/07/2017,22,Jeffrey L Boyd,Aye
64,07/07/2017,23,Joseph Vaccaro,Aye
64,07/07/2017,24,Scott Ogilvie,Aye
64,07/07/2017,25,Shane Cohn,Aye
64,07/07/2017,26,Frank Williamson,Aye
64,07/07/2017,27,Pam Boyd,Aye
64,07/07/2017,President,Lewis E Reed,Aye
64,07/07/2017,1,Sharon Tyus,Present
64,07/07/2017,5,Tammika Hubbard,Absent
64,07/07/2017,8,Stephen Conway,Absent
64,07/07/2017,9,Dan Guenther,Absent
64,07/07/2017,12,Larry Arnowitz,Absent
64,07/07/2017,18,Terry Kennedy,Absent
64,07/07/2017,28,Seat is vacant,Vacant Seat
65,07/07/2017,2,Dionne Flowers,Aye
65,07/07/2017,3,Brandon Bosley,Aye
65,07/07/2017,4,Samuel L Moore,Aye
65,07/07/2017,6,Christine Ingrassia,Aye
65,07/07/2017,7,Jack Coatar,Aye
65,07/07/2017,10,Joseph Vollmer,Aye
65,07/07/2017,11,Sarah Martin,Aye
65,07/07/2017,13,Beth Murphy,Aye
65,07/07/2017,14,Carol Howard,Aye
65,07/07/2017,15,Megan E. Green,Aye
65,07/07/2017,16,Tom Oldenburg,Aye
65,07/07/2017,17,Joseph D Roddy,Aye
65,07/07/2017,19,Marlene E Davis,Aye
65,07/07/2017,20,Cara Spencer,Aye
65,07/07/2017,21,John Collins-Muhammad,Aye
65,07/07/2017,22,Jeffrey L Boyd,Aye
65,07/07/2017,23,Joseph Vaccaro,Aye
65,07/07/2017,24,Scott Ogilvie,Aye
65,07/07/2017,25,Shane Cohn,Aye
65,07/07/2017,26,Frank Williamson,Aye
65,07/07/2017,27,Pam Boyd,Aye
65,07/07/2017,President,Lewis E Reed,Aye
65,07/07/2017,1,Sharon Tyus,Present
65,07/07/2017,5,Tammika Hubbard,Absent
65,07/07/2017,8,Stephen Conway,Absent
65,07/07/2017,9,Dan Guenther,Absent
65,07/07/2017,12,Larry Arnowitz,Absent
65,07/07/2017,18,Terry Kennedy,Absent
65,07/07/2017,28,Seat is vacant,Vacant Seat
67,07/07/2017,2,Dionne Flowers,Aye
67,07/07/2017,3,Brandon Bosley,Aye
67,07/07/2017,4,Samuel L Moore,Aye
67,07/07/2017,6,Christine Ingrassia,Aye
67,07/07/2017,7,Jack Coatar,Aye
67,07/07/2017,10,Joseph Vollmer,Aye
67,07/07/2017,11,Sarah Martin,Aye
67,07/07/2017,13,Beth Murphy,Aye
67,07/07/2017,14,Carol Howard,Aye
67,07/07/2017,15,Megan E. Green,Aye
67,07/07/2017,16,Tom Oldenburg,Aye
67,07/07/2017,17,Joseph D Roddy,Aye
67,07/07/2017,19,Marlene E Davis,Aye
67,07/07/2017,20,Cara Spencer,Aye
67,07/07/2017,21,John Collins-Muhammad,Aye
67,07/07/2017,22,Jeffrey L Boyd,Aye
67,07/07/2017,23,Joseph Vaccaro,Aye
67,07/07/2017,24,Scott Ogilvie,Aye
67,07/07/2017,25,Shane Cohn,Aye
67,07/07/2017,26,Frank Williamson,Aye
67,07/07/2017,27,Pam Boyd,Aye
67,07/07/2017,President,Lewis E Reed,Aye
67,07/07/2017,1,Sharon Tyus,Present
67,07/07/2017,5,Tammika Hubbard,Absent
67,07/07/2017,8,Stephen Conway,Absent
67,07/07/2017,9,Dan Guenther,Absent
67,07/07/2017,12,Larry Arnowitz,Absent
67,07/07/2017,18,Terry Kennedy,Absent
67,07/07/2017,28,Seat is vacant,Vacant Seat
68,07/07/2017,2,Dionne Flowers,Aye
68,07/07/2017,3,Brandon Bosley,Aye
68,07/07/2017,4,Samuel L Moore,Aye
68,07/07/2017,6,Christine Ingrassia,Aye
68,07/07/2017,7,Jack Coatar,Aye
68,07/07/2017,10,Joseph Vollmer,Aye
68,07/07/2017,11,Sarah Martin,Aye
68,07/07/2017,13,Beth Murphy,Aye
68,07/07/2017,14,Carol Howard,Aye
68,07/07/2017,15,Megan E. Green,Aye
68,07/07/2017,16,Tom Oldenburg,Aye
68,07/07/2017,17,Joseph D Roddy,Aye
68,07/07/2017,19,Marlene E Davis,Aye
68,07/07/2017,20,Cara Spencer,Aye
68,07/07/2017,21,John Collins-Muhammad,Aye
68,07/07/2017,22,Jeffrey L Boyd,Aye
68,07/07/2017,23,Joseph Vaccaro,Aye
68,07/07/2017,24,Scott Ogilvie,Aye
68,07/07/2017,25,Shane Cohn,Aye
68,07/07/2017,26,Frank Williamson,Aye
68,07/07/2017,27,Pam Boyd,Aye
68,07/07/2017,President,Lewis E Reed,Aye
68,07/07/2017,1,Sharon Tyus,Present
68,07/07/2017,5,Tammika Hubbard,Absent
68,07/07/2017,8,Stephen Conway,Absent
68,07/07/2017,9,Dan Guenther,Absent
68,07/07/2017,12,Larry Arnowitz,Absent
68,07/07/2017,18,Terry Kennedy,Absent
68,07/07/2017,28,Seat is vacant,Vacant Seat
69,07/07/2017,2,Dionne Flowers,Aye
69,07/07/2017,3,Brandon Bosley,Aye
69,07/07/2017,4,Samuel L Moore,Aye
69,07/07/2017,6,Christine Ingrassia,Aye
69,07/07/2017,7,Jack Coatar,Aye
69,07/07/2017,10,Joseph Vollmer,Aye
69,07/07/2017,11,Sarah Martin,Aye
69,07/07/2017,13,Beth Murphy,Aye
69,07/07/2017,14,Carol Howard,Aye
69,07/07/2017,15,Megan E. Green,Aye
69,07/07/2017,16,Tom Oldenburg,Aye
69,07/07/2017,17,Joseph D Roddy,Aye
69,07/07/2017,19,Marlene E Davis,Aye
69,07/07/2017,20,Cara Spencer,Aye
69,07/07/2017,21,John Collins-Muhammad,Aye
69,07/07/2017,22,Jeffrey L Boyd,Aye
69,07/07/2017,23,Joseph Vaccaro,Aye
69,07/07/2017,24,Scott Ogilvie,Aye
69,07/07/2017,25,Shane Cohn,Aye
69,07/07/2017,26,Frank Williamson,Aye
69,07/07/2017,27,Pam Boyd,Aye
69,07/07/2017,President,Lewis E Reed,Aye
69,07/07/2017,1,Sharon Tyus,Present
69,07/07/2017,5,Tammika Hubbard,Absent
69,07/07/2017,8,Stephen Conway,Absent
69,07/07/2017,9,Dan Guenther,Absent
69,07/07/2017,12,Larry Arnowitz,Absent
69,07/07/2017,18,Terry Kennedy,Absent
69,07/07/2017,28,Seat is vacant,Vacant Seat
73,07/07/2017,2,Dionne Flowers,Aye
73,07/07/2017,3,Brandon Bosley,Aye
73,07/07/2017,4,Samuel L Moore,Aye
73,07/07/2017,6,Christine Ingrassia,Aye
73,07/07/2017,7,Jack Coatar,Aye
73,07/07/2017,10,Joseph Vollmer,Aye
73,07/07/2017,11,Sarah Martin,Aye
73,07/07/2017,13,Beth Murphy,Aye
73,07/07/2017,14,Carol Howard,Aye
73,07/07/2017,15,Megan E. Green,Aye
73,07/07/2017,16,Tom Oldenburg,Aye
73,07/07/2017,17,Joseph D Roddy,Aye
73,07/07/2017,19,Marlene E Davis,Aye
73,07/07/2017,20,Cara Spencer,Aye
73,07/07/2017,21,John Collins-Muhammad,Aye
73,07/07/2017,22,Jeffrey L Boyd,Aye
73,07/07/2017,23,Joseph Vaccaro,Aye
73,07/07/2017,24,Scott Ogilvie,Aye
73,07/07/2017,25,Shane Cohn,Aye
73,07/07/2017,26,Frank Williamson,Aye
73,07/07/2017,27,Pam Boyd,Aye
73,07/07/2017,President,Lewis E Reed,Aye
73,07/07/2017,1,Sharon Tyus,Present
73,07/07/2017,5,Tammika Hubbard,Absent
73,07/07/2017,8,Stephen Conway,Absent
73,07/07/2017,9,Dan Guenther,Absent
73,07/07/2017,12,Larry Arnowitz,Absent
73,07/07/2017,18,Terry Kennedy,Absent
73,07/07/2017,28,Seat is vacant,Vacant Seat
74,07/07/2017,2,Dionne Flowers,Aye
74,07/07/2017,3,Brandon Bosley,Aye
74,07/07/2017,4,Samuel L Moore,Aye
74,07/07/2017,6,Christine Ingrassia,Aye
74,07/07/2017,7,Jack Coatar,Aye
74,07/07/2017,10,Joseph Vollmer,Aye
74,07/07/2017,11,Sarah Martin,Aye
74,07/07/2017,13,Beth Murphy,Aye
74,07/07/2017,14,Carol Howard,Aye
74,07/07/2017,15,Megan E. Green,Aye
74,07/07/2017,16,Tom Oldenburg,Aye
74,07/07/2017,17,Joseph D Roddy,Aye
74,07/07/2017,19,Marlene E Davis,Aye
74,07/07/2017,20,Cara Spencer,Aye
74,07/07/2017,21,John Collins-Muhammad,Aye
74,07/07/2017,22,Jeffrey L Boyd,Aye
74,07/07/2017,23,Joseph Vaccaro,Aye
74,07/07/2017,24,Scott Ogilvie,Aye
74,07/07/2017,25,Shane Cohn,Aye
74,07/07/2017,26,Frank Williamson,Aye
74,07/07/2017,27,Pam Boyd,Aye
74,07/07/2017,President,Lewis E Reed,Aye
74,07/07/2017,1,Sharon Tyus,Present
74,07/07/2017,5,Tammika Hubbard,Absent
74,07/07/2017,8,Stephen Conway,Absent
74,07/07/2017,9,Dan Guenther,Absent
74,07/07/2017,12,Larry Arnowitz,Absent
74,07/07/2017,18,Terry Kennedy,Absent
74,07/07/2017,28,Seat is vacant,Vacant Seat
75,07/07/2017,2,Dionne Flowers,Aye
75,07/07/2017,3,Brandon Bosley,Aye
75,07/07/2017,4,Samuel L Moore,Aye
75,07/07/2017,6,Christine Ingrassia,Aye
75,07/07/2017,7,Jack Coatar,Aye
75,07/07/2017,10,Joseph Vollmer,Aye
75,07/07/2017,11,Sarah Martin,Aye
75,07/07/2017,13,Beth Murphy,Aye
75,07/07/2017,14,Carol Howard,Aye
75,07/07/2017,15,Megan E. Green,Aye
75,07/07/2017,16,Tom Oldenburg,Aye
75,07/07/2017,17,Joseph D Roddy,Aye
75,07/07/2017,19,Marlene E Davis,Aye
75,07/07/2017,20,Cara Spencer,Aye
75,07/07/2017,21,John Collins-Muhammad,Aye
75,07/07/2017,22,Jeffrey L Boyd,Aye
75,07/07/2017,23,Joseph Vaccaro,Aye
75,07/07/2017,24,Scott Ogilvie,Aye
75,07/07/2017,25,Shane Cohn,Aye
75,07/07/2017,26,Frank Williamson,Aye
75,07/07/2017,27,Pam Boyd,Aye
75,07/07/2017,President,Lewis E Reed,Aye
75,07/07/2017,1,Sharon Tyus,Present
75,07/07/2017,5,Tammika Hubbard,Absent
75,07/07/2017,8,Stephen Conway,Absent
75,07/07/2017,9,Dan Guenther,Absent
75,07/07/2017,12,Larry Arnowitz,Absent
75,07/07/2017,18,Terry Kennedy,Absent
75,07/07/2017,28,Seat is vacant,Vacant Seat
80,07/07/2017,2,Dionne Flowers,Aye
80,07/07/2017,3,Brandon Bosley,Aye
80,07/07/2017,4,Samuel L Moore,Aye
80,07/07/2017,6,Christine Ingrassia,Aye
80,07/07/2017,7,Jack Coatar,Aye
80,07/07/2017,10,Joseph Vollmer,Aye
80,07/07/2017,11,Sarah Martin,Aye
80,07/07/2017,13,Beth Murphy,Aye
80,07/07/2017,14,Carol Howard,Aye
80,07/07/2017,15,Megan E. Green,Aye
80,07/07/2017,16,Tom Oldenburg,Aye
80,07/07/2017,17,Joseph D Roddy,Aye
80,07/07/2017,19,Marlene E Davis,Aye
80,07/07/2017,20,Cara Spencer,Aye
80,07/07/2017,21,John Collins-Muhammad,Aye
80,07/07/2017,22,Jeffrey L Boyd,Aye
80,07/07/2017,23,Joseph Vaccaro,Aye
80,07/07/2017,24,Scott Ogilvie,Aye
80,07/07/2017,25,Shane Cohn,Aye
80,07/07/2017,26,Frank Williamson,Aye
80,07/07/2017,27,Pam Boyd,Aye
80,07/07/2017,President,Lewis E Reed,Aye
80,07/07/2017,1,Sharon Tyus,Present
80,07/07/2017,5,Tammika Hubbard,Absent
80,07/07/2017,8,Stephen Conway,Absent
80,07/07/2017,9,Dan Guenther,Absent
80,07/07/2017,12,Larry Arnowitz,Absent
80,07/07/2017,18,Terry Kennedy,Absent
80,07/07/2017,28,Seat is vacant,Vacant Seat
81,07/07/2017,2,Dionne Flowers,Aye
81,07/07/2017,3,Brandon Bosley,Aye
81,07/07/2017,4,Samuel L Moore,Aye
81,07/07/2017,6,Christine Ingrassia,Aye
81,07/07/2017,7,Jack Coatar,Aye
81,07/07/2017,10,Joseph Vollmer,Aye
81,07/07/2017,11,Sarah Martin,Aye
81,07/07/2017,13,Beth Murphy,Aye
81,07/07/2017,14,Carol Howard,Aye
81,07/07/2017,15,Megan E. Green,Aye
81,07/07/2017,16,Tom Oldenburg,Aye
81,07/07/2017,17,Joseph D Roddy,Aye
81,07/07/2017,19,Marlene E Davis,Aye
81,07/07/2017,20,Cara Spencer,Aye
81,07/07/2017,21,John Collins-Muhammad,Aye
81,07/07/2017,22,Jeffrey L Boyd,Aye
81,07/07/2017,23,Joseph Vaccaro,Aye
81,07/07/2017,24,Scott Ogilvie,Aye
81,07/07/2017,25,Shane Cohn,Aye
81,07/07/2017,26,Frank Williamson,Aye
81,07/07/2017,27,Pam Boyd,Aye
81,07/07/2017,President,Lewis E Reed,Aye
81,07/07/2017,1,Sharon Tyus,Present
81,07/07/2017,5,Tammika Hubbard,Absent
81,07/07/2017,8,Stephen Conway,Absent
81,07/07/2017,9,Dan Guenther,Absent
81,07/07/2017,12,Larry Arnowitz,Absent
81,07/07/2017,18,Terry Kennedy,Absent
81,07/07/2017,28,Seat is vacant,Vacant Seat
82,07/07/2017,2,Dionne Flowers,Aye
82,07/07/2017,3,Brandon Bosley,Aye
82,07/07/2017,4,Samuel L Moore,Aye
82,07/07/2017,6,Christine Ingrassia,Aye
82,07/07/2017,7,Jack Coatar,Aye
82,07/07/2017,10,Joseph Vollmer,Aye
82,07/07/2017,11,Sarah Martin,Aye
82,07/07/2017,13,Beth Murphy,Aye
82,07/07/2017,14,Carol Howard,Aye
82,07/07/2017,15,Megan E. Green,Aye
82,07/07/2017,16,Tom Oldenburg,Aye
82,07/07/2017,17,Joseph D Roddy,Aye
82,07/07/2017,19,Marlene E Davis,Aye
82,07/07/2017,20,Cara Spencer,Aye
82,07/07/2017,21,John Collins-Muhammad,Aye
82,07/07/2017,22,Jeffrey L Boyd,Aye
82,07/07/2017,23,Joseph Vaccaro,Aye
82,07/07/2017,24,Scott Ogilvie,Aye
82,07/07/2017,25,Shane Cohn,Aye
82,07/07/2017,26,Frank Williamson,Aye
82,07/07/2017,27,Pam Boyd,Aye
82,07/07/2017,President,Lewis E Reed,Aye
82,07/07/2017,1,Sharon Tyus,Present
82,07/07/2017,5,Tammika Hubbard,Absent
82,07/07/2017,8,Stephen Conway,Absent
82,07/07/2017,9,Dan Guenther,Absent
82,07/07/2017,12,Larry Arnowitz,Absent
82,07/07/2017,18,Terry Kennedy,Absent
82,07/07/2017,28,Seat is vacant,Vacant Seat
83,07/07/2017,2,Dionne Flowers,Aye
83,07/07/2017,3,Brandon Bosley,Aye
83,07/07/2017,4,Samuel L Moore,Aye
83,07/07/2017,6,Christine Ingrassia,Aye
83,07/07/2017,7,Jack Coatar,Aye
83,07/07/2017,10,Joseph Vollmer,Aye
83,07/07/2017,11,Sarah Martin,Aye
83,07/07/2017,13,Beth Murphy,Aye
83,07/07/2017,14,Carol Howard,Aye
83,07/07/2017,15,Megan E. Green,Aye
83,07/07/2017,16,Tom Oldenburg,Aye
83,07/07/2017,17,Joseph D Roddy,Aye
83,07/07/2017,19,Marlene E Davis,Aye
83,07/07/2017,20,Cara Spencer,Aye
83,07/07/2017,21,John Collins-Muhammad,Aye
83,07/07/2017,22,Jeffrey L Boyd,Aye
83,07/07/2017,23,Joseph Vaccaro,Aye
83,07/07/2017,24,Scott Ogilvie,Aye
83,07/07/2017,25,Shane Cohn,Aye
83,07/07/2017,26,Frank Williamson,Aye
83,07/07/2017,27,Pam Boyd,Aye
83,07/07/2017,President,Lewis E Reed,Aye
83,07/07/2017,1,Sharon Tyus,Present
83,07/07/2017,5,Tammika Hubbard,Absent
83,07/07/2017,8,Stephen Conway,Absent
83,07/07/2017,9,Dan Guenther,Absent
83,07/07/2017,12,Larry Arnowitz,Absent
83,07/07/2017,18,Terry Kennedy,Absent
83,07/07/2017,28,Seat is vacant,Vacant Seat
88,07/07/2017,2,Dionne Flowers,Aye
88,07/07/2017,3,Brandon Bosley,Aye
88,07/07/2017,4,Samuel L Moore,Aye
88,07/07/2017,6,Christine Ingrassia,Aye
88,07/07/2017,7,Jack Coatar,Aye
88,07/07/2017,10,Joseph Vollmer,Aye
88,07/07/2017,11,Sarah Martin,Aye
88,07/07/2017,13,Beth Murphy,Aye
88,07/07/2017,14,Carol Howard,Aye
88,07/07/2017,15,Megan E. Green,Aye
88,07/07/2017,16,Tom Oldenburg,Aye
88,07/07/2017,17,Joseph D Roddy,Aye
88,07/07/2017,19,Marlene E Davis,Aye
88,07/07/2017,20,Cara Spencer,Aye
88,07/07/2017,21,John Collins-Muhammad,Aye
88,07/07/2017,22,Jeffrey L Boyd,Aye
88,07/07/2017,23,Joseph Vaccaro,Aye
88,07/07/2017,24,Scott Ogilvie,Aye
88,07/07/2017,25,Shane Cohn,Aye
88,07/07/2017,26,Frank Williamson,Aye
88,07/07/2017,27,Pam Boyd,Aye
88,07/07/2017,President,Lewis E Reed,Aye
88,07/07/2017,1,Sharon Tyus,Present
88,07/07/2017,5,Tammika Hubbard,Absent
88,07/07/2017,8,Stephen Conway,Absent
88,07/07/2017,9,Dan Guenther,Absent
88,07/07/2017,12,Larry Arnowitz,Absent
88,07/07/2017,18,Terry Kennedy,Absent
88,07/07/2017,28,Seat is vacant,Vacant Seat
90,07/07/2017,2,Dionne Flowers,Aye
90,07/07/2017,3,Brandon Bosley,Aye
90,07/07/2017,4,Samuel L Moore,Aye
90,07/07/2017,6,Christine Ingrassia,Aye
90,07/07/2017,7,Jack Coatar,Aye
90,07/07/2017,10,Joseph Vollmer,Aye
90,07/07/2017,11,Sarah Martin,Aye
90,07/07/2017,13,Beth Murphy,Aye
90,07/07/2017,14,Carol Howard,Aye
90,07/07/2017,15,Megan E. Green,Aye
90,07/07/2017,16,Tom Oldenburg,Aye
90,07/07/2017,17,Joseph D Roddy,Aye
90,07/07/2017,19,Marlene E Davis,Aye
90,07/07/2017,20,Cara Spencer,Aye
90,07/07/2017,21,John Collins-Muhammad,Aye
90,07/07/2017,22,Jeffrey L Boyd,Aye
90,07/07/2017,23,Joseph Vaccaro,Aye
90,07/07/2017,24,Scott Ogilvie,Aye
90,07/07/2017,25,Shane Cohn,Aye
90,07/07/2017,26,Frank Williamson,Aye
90,07/07/2017,27,Pam Boyd,Aye
90,07/07/2017,President,Lewis E Reed,Aye
90,07/07/2017,1,Sharon Tyus,Present
90,07/07/2017,5,Tammika Hubbard,Absent
90,07/07/2017,8,Stephen Conway,Absent
90,07/07/2017,9,Dan Guenther,Absent
90,07/07/2017,12,Larry Arnowitz,Absent
90,07/07/2017,18,Terry Kennedy,Absent
90,07/07/2017,28,Seat is vacant,Vacant Seat
70,07/07/2017,2,Dionne Flowers,Aye
70,07/07/2017,3,Brandon Bosley,Aye
70,07/07/2017,6,Christine Ingrassia,Aye
70,07/07/2017,10,Joseph Vollmer,Aye
70,07/07/2017,11,Sarah Martin,Aye
70,07/07/2017,13,Beth Murphy,Aye
70,07/07/2017,14,Carol Howard,Aye
70,07/07/2017,17,Joseph D Roddy,Aye
70,07/07/2017,19,Marlene E Davis,Aye
70,07/07/2017,20,Cara Spencer,Aye
70,07/07/2017,21,John Collins-Muhammad,Aye
70,07/07/2017,22,Jeffrey L Boyd,Aye
70,07/07/2017,23,Joseph Vaccaro,Aye
70,07/07/2017,24,Scott Ogilvie,Aye
70,07/07/2017,25,Shane Cohn,Aye
70,07/07/2017,26,Frank Williamson,Aye
70,07/07/2017,27,Pam Boyd,Aye
70,07/07/2017,President,Lewis E Reed,Aye
70,07/07/2017,1,Sharon Tyus,No
70,07/07/2017,15,Megan E. Green,No
70,07/07/2017,7,Jack Coatar,Abstain
70,07/07/2017,16,Tom Oldenburg,Abstain
70,07/07/2017,4,Samuel L Moore,Absent
70,07/07/2017,5,Tammika Hubbard,Absent
70,07/07/2017,8,Stephen Conway,Absent
70,07/07/2017,9,Dan Guenther,Absent
70,07/07/2017,12,Larry Arnowitz,Absent
70,07/07/2017,18,Terry Kennedy,Absent
70,07/07/2017,28,Seat is vacant,Vacant Seat
71,07/07/2017,2,Dionne Flowers,Aye
71,07/07/2017,3,Brandon Bosley,Aye
71,07/07/2017,6,Christine Ingrassia,Aye
71,07/07/2017,10,Joseph Vollmer,Aye
71,07/07/2017,11,Sarah Martin,Aye
71,07/07/2017,13,Beth Murphy,Aye
71,07/07/2017,14,Carol Howard,Aye
71,07/07/2017,17,Joseph D Roddy,Aye
71,07/07/2017,19,Marlene E Davis,Aye
71,07/07/2017,20,Cara Spencer,Aye
71,07/07/2017,21,John Collins-Muhammad,Aye
71,07/07/2017,22,Jeffrey L Boyd,Aye
71,07/07/2017,23,Joseph Vaccaro,Aye
71,07/07/2017,24,Scott Ogilvie,Aye
71,07/07/2017,25,Shane Cohn,Aye
71,07/07/2017,26,Frank Williamson,Aye
71,07/07/2017,27,Pam Boyd,Aye
71,07/07/2017,President,Lewis E Reed,Aye
71,07/07/2017,1,Sharon Tyus,No
71,07/07/2017,15,Megan E. Green,No
71,07/07/2017,7,Jack Coatar,Abstain
71,07/07/2017,16,Tom Oldenburg,Abstain
71,07/07/2017,4,Samuel L Moore,Absent
71,07/07/2017,5,Tammika Hubbard,Absent
71,07/07/2017,8,Stephen Conway,Absent
71,07/07/2017,9,Dan Guenther,Absent
71,07/07/2017,12,Larry Arnowitz,Absent
71,07/07/2017,18,Terry Kennedy,Absent
71,07/07/2017,28,Seat is vacant,Vacant Seat
72,07/07/2017,2,Dionne Flowers,Aye
72,07/07/2017,3,Brandon Bosley,Aye
72,07/07/2017,6,Christine Ingrassia,Aye
72,07/07/2017,10,Joseph Vollmer,Aye
72,07/07/2017,11,Sarah Martin,Aye
72,07/07/2017,13,Beth Murphy,Aye
72,07/07/2017,14,Carol Howard,Aye
72,07/07/2017,17,Joseph D Roddy,Aye
72,07/07/2017,19,Marlene E Davis,Aye
72,07/07/2017,20,Cara Spencer,Aye
72,07/07/2017,21,John Collins-Muhammad,Aye
72,07/07/2017,22,Jeffrey L Boyd,Aye
72,07/07/2017,23,Joseph Vaccaro,Aye
72,07/07/2017,24,Scott Ogilvie,Aye
72,07/07/2017,25,Shane Cohn,Aye
72,07/07/2017,26,Frank Williamson,Aye
72,07/07/2017,27,Pam Boyd,Aye
72,07/07/2017,President,Lewis E Reed,Aye
72,07/07/2017,1,Sharon Tyus,No
72,07/07/2017,15,Megan E. Green,No
72,07/07/2017,7,Jack Coatar,Abstain
72,07/07/2017,16,Tom Oldenburg,Abstain
72,07/07/2017,4,Samuel L Moore,Absent
72,07/07/2017,5,Tammika Hubbard,Absent
72,07/07/2017,8,Stephen Conway,Absent
72,07/07/2017,9,Dan Guenther,Absent
72,07/07/2017,12,Larry Arnowitz,Absent
72,07/07/2017,18,Terry Kennedy,Absent
72,07/07/2017,28,Seat is vacant,Vacant Seat
3,06/30/2017,2,Dionne Flowers,Aye
3,06/30/2017,3,Brandon Bosley,Aye
3,06/30/2017,5,Tammika Hubbard,Aye
3,06/30/2017,6,Christine Ingrassia,Aye
3,06/30/2017,7,Jack Coatar,Aye
3,06/30/2017,9,Dan Guenther,Aye
3,06/30/2017,10,Joseph Vollmer,Aye
3,06/30/2017,11,Sarah Martin,Aye
3,06/30/2017,13,Beth Murphy,Aye
3,06/30/2017,14,Carol Howard,Aye
3,06/30/2017,15,Megan E. Green,Aye
3,06/30/2017,16,Tom Oldenburg,Aye
3,06/30/2017,17,Joseph D Roddy,Aye
3,06/30/2017,18,Terry Kennedy,Aye
3,06/30/2017,19,Marlene E Davis,Aye
3,06/30/2017,20,Cara Spencer,Aye
3,06/30/2017,21,John Collins-Muhammad,Aye
3,06/30/2017,22,Jeffrey L Boyd,Aye
3,06/30/2017,23,Joseph Vaccaro,Aye
3,06/30/2017,24,Scott Ogilvie,Aye
3,06/30/2017,26,Frank Williamson,Aye
3,06/30/2017,27,Pam Boyd,Aye
3,06/30/2017,President,Lewis E Reed,Aye
3,06/30/2017,1,Sharon Tyus,No
3,06/30/2017,4,Samuel L Moore,Absent
3,06/30/2017,8,Stephen Conway,Absent
3,06/30/2017,12,Larry Arnowitz,Absent
3,06/30/2017,25,Shane Cohn,Absent
3,06/30/2017,28,Seat is vacant,Vacant Seat
44,06/30/2017,2,Dionne Flowers,Aye
44,06/30/2017,3,Brandon Bosley,Aye
44,06/30/2017,5,Tammika Hubbard,Aye
44,06/30/2017,6,Christine Ingrassia,Aye
44,06/30/2017,7,Jack Coatar,Aye
44,06/30/2017,9,Dan Guenther,Aye
44,06/30/2017,10,Joseph Vollmer,Aye
44,06/30/2017,11,Sarah Martin,Aye
